#	#	#
1	3841.480	0.040
1	3841.480	0.040
1	3065.510	0.040
2	3065.510	0.040
2	3065.510	0.040
2	3065.510	0.040
2	3817.300	0.040
3	3817.300	0.040
3	3817.300	0.040
3	3817.300	0.040
3	3465.470	0.040
4	3465.470	0.040
4	3465.470	0.040
4	3465.470	0.040
4	3985.260	0.040
5	3985.260	0.040
5	3985.260	0.040
5	3985.260	0.040
5	2525.550	0.040
6	2525.550	0.040
6	2525.550	0.040
6	2525.550	0.040
6	3841.480	0.040
7	3841.480	0.040
7	3841.480	0.040
7	1649.570	0.040
8	1649.570	0.040
8	1649.570	0.040
8	1649.570	0.040
8	3781.580	0.040
9	3781.580	0.040
9	3781.580	0.040
9	3781.580	0.040
9	3889.290	0.040
10	3889.290	0.040
10	3889.290	0.040
10	3889.290	0.040
10	3829.320	0.040
11	3829.320	0.040
11	3829.320	0.040
11	3829.320	0.040
11	3949.340	0.040
12	3949.340	0.040
12	3949.340	0.040
12	3949.340	0.040
12	2461.570	0.040
13	2461.570	0.040
13	2461.570	0.040
13	2461.570	0.040
13	3497.240	0.040
14	3497.240	0.040
14	3497.240	0.040
14	3497.240	0.040
14	3808.610	0.040
15	3808.610	0.040
15	3808.610	0.040
15	3808.610	0.040
15	3573.540	0.040
16	3573.540	0.040
16	3573.540	0.040
16	3573.540	0.040
16	3961.440	0.040
17	3961.440	0.040
17	3961.440	0.040
17	3961.440	0.040
17	3961.440	0.040
18	3961.440	0.040
18	3961.440	0.040
18	3961.440	0.040
18	1093.550	0.040
19	1093.550	0.040
19	1093.550	0.040
19	1093.550	0.040
19	3597.270	0.040
20	3597.270	0.040
20	3597.270	0.040
20	3597.270	0.040
20	3985.260	0.040
21	3985.260	0.040
21	3985.260	0.040
21	3829.300	0.040
22	3829.300	0.040
22	3829.300	0.040
22	3829.300	0.040
22	3933.490	0.040
23	3933.490	0.040
23	3933.490	0.040
23	3933.490	0.040
23	2941.400	0.040
24	2941.400	0.040
24	2941.400	0.040
24	2941.400	0.040
24	3489.490	0.040
25	3489.490	0.040
25	3489.490	0.040
25	3489.490	0.040
25	3489.490	0.040
25	3977.080	0.040
26	3977.080	0.040
26	3977.080	0.040
26	3977.080	0.040
26	3889.050	0.040
27	3889.050	0.040
27	3889.050	0.040
27	3889.050	0.040
27	3949.320	0.040
28	3949.320	0.040
28	3949.320	0.040
28	3949.320	0.040
28	3717.080	0.040
29	3717.080	0.040
29	3717.080	0.040
29	3717.080	0.040
29	3861.490	0.040
30	3861.490	0.040
30	3861.490	0.040
30	3861.490	0.040
30	3953.350	0.040
31	3953.350	0.040
31	3953.350	0.040
31	3953.350	0.040
31	3961.530	0.040
32	3961.530	0.040
32	3961.530	0.040
32	3961.530	0.040
32	3697.320	0.040
33	3697.320	0.040
33	3697.320	0.040
33	1649.540	0.040
34	1649.540	0.040
34	1649.540	0.040
34	1649.540	0.040
34	3897.420	0.040
35	3897.420	0.040
35	3897.420	0.040
35	3897.420	0.040
35	2849.740	0.040
36	2849.740	0.040
36	2849.740	0.040
36	2849.740	0.040
36	3885.700	0.040
37	3885.700	0.040
37	3885.700	0.040
37	3885.700	0.040
37	3981.310	0.040
38	3981.310	0.040
38	3981.310	0.040
38	3981.310	0.040
38	3981.310	0.040
38	3969.780	0.040
39	3969.780	0.040
39	3969.780	0.040
39	3969.780	0.040
39	3613.530	0.040
40	3613.530	0.040
40	3613.530	0.040
40	3613.530	0.040
40	3613.530	0.040
40	3985.240	0.040
41	3985.240	0.040
41	3985.240	0.040
41	3985.240	0.040
41	3985.240	0.040
41	3969.050	0.040
42	3969.050	0.040
42	3969.050	0.040
42	3969.050	0.040
42	3781.540	0.040
43	3781.540	0.040
43	3781.540	0.040
43	3781.540	0.040
43	3989.520	0.040
44	3989.520	0.040
44	3989.520	0.040
44	3989.520	0.040
44	3989.520	0.040
44	3977.060	0.040
45	3977.060	0.040
45	3977.060	0.040
45	3977.060	0.040
45	3977.060	0.040
45	3949.460	0.040
46	3949.460	0.040
46	3949.460	0.040
46	3949.460	0.040
46	3625.500	0.040
47	3625.500	0.040
47	3625.500	0.040
47	3625.500	0.040
47	509.450	0.040
48	509.450	0.040
48	509.450	0.040
48	509.450	0.040
48	509.450	0.040
48	3977.080	0.040
49	3977.080	0.040
49	3977.080	0.040
49	3977.080	0.040
49	3977.080	0.040
49	3997.600	0.040
50	3997.600	0.040
50	3997.600	0.040
50	3997.600	0.040
50	3961.540	0.040
51	3961.540	0.040
51	3961.540	0.040
51	3961.540	0.040
51	3409.680	0.040
52	3409.680	0.040
52	3409.680	0.040
52	3409.680	0.040
52	641.630	0.040
53	641.630	0.040
53	641.630	0.040
53	641.630	0.040
53	641.630	0.040
53	3885.450	0.040
54	3885.450	0.040
54	3885.450	0.040
54	3885.450	0.040
54	3885.450	0.040
54	3917.290	0.040
55	3917.290	0.040
55	3917.290	0.040
55	3917.290	0.040
55	3977.110	0.040
56	3977.110	0.040
56	3977.110	0.040
56	3977.110	0.040
56	2597.580	0.040
57	2597.580	0.040
57	2597.580	0.040
57	2597.580	0.040
57	2597.580	0.040
57	3961.450	0.040
