#	#	#
1	5	0
2	14	0
3	7	1
4	9	2
5	88	3
6	3	2
7	1	1
8	1	2
9	3	2
10	2	2
11	30	2
12	13	1
13	20	2
14	6	2
15	128	3
16	249	3
17	4	2
18	2	2
19	87	3
20	1	2
21	11	1
22	9	1
23	22	2
24	88	3
25	3	2
26	103	3
27	3	2
28	2	2
29	1	2
30	116	3
31	13	2
32	103	3
33	21	2
34	294	3
35	3	2
36	137	3
37	1	2
38	1	2
39	28	2
40	10	2
41	4	2
42	2	2
43	15	2
44	1	2
45	71	3
46	1	2
47	32	3
48	11	2
49	19	2
50	1	2
51	5	2
52	13	2
53	15	1
54	1	2
55	1	2
56	4	2
57	16	2
58	66	3
59	3	2
60	22	2
61	4	2
62	68	3
63	137	3
64	207	3
65	3	2
66	84	3
67	12	3
68	40	3
69	55	3
70	14	3
71	3	2
72	23	3
73	39	3
74	43	3
75	80	3
76	1	2
77	34	3
78	37	3
79	60	3
80	44	3
81	1	2
82	19	3
83	9	2
84	846	4
85	15	3
86	20	3
87	6	3
88	1	3
89	4	3
90	14	3
91	5	3
92	14	3
93	99	4
94	24	3
95	1	3
96	4	3
97	1	2
98	4	3
99	2	3
100	11	3
